Table S7: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for IBD data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
KLHL29,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1356426,0.119636,0.000149586,-0.3428933,-0.1092037,1,0.667744212,0.045201389
CEP97,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7150299,0.6437874,0.000149769,-0.1453291,-0.04627881,1,0.668254085,0.045235903
CHCHD2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.5473962,0.4468176,0.000149768,0.052698,0.1654873,1,0.668254085,0.045235903
EDN3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.269672,0.2123914,0.000150083,0.1673732,0.5257033,1,0.669221297,0.045301376
SLC12A4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5474709,0.4704447,0.000150466,-0.3608461,-0.114859,1,0.670395551,0.045380865
TINAGL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2898697,0.2489006,0.000150436,0.09809264,0.3081666,1,0.670395551,0.045380865
IDH3A,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.1517414,0.136033,0.000150901,-0.1720382,-0.05474592,1,0.672121007,0.045497666
GPR141,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6467589,0.5584486,0.00015115,-0.265426,-0.08445085,1,0.673027061,0.045558999
CARD17,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2287727,0.1996698,0.000151424,0.05240398,0.1647315,1,0.673693377,0.045604104
PTPRF,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1772749,0.1462286,0.000152226,0.1238667,0.3895647,1,0.675729175,0.045741912
ITGA5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3335684,0.2669253,0.000152974,-0.649794,-0.2065157,1,0.677797239,0.045881905
POMT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.09968424,0.06571006,0.000153172,0.06253093,0.1967749,1,0.678256704,0.045913007
GPR174,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3823667,0.346734,0.000153468,-0.3460439,-0.1099458,1,0.679010176,0.045964012
PTPN21,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1212638,0.08810398,0.000153532,0.08841138,0.2782773,1,0.679016938,0.04596447
HK1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1356646,0.1030481,0.000153639,0.08063108,0.2538049,1,0.679201216,0.045976944
TMEM129,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4539801,0.4111551,0.000153634,0.05702441,0.179497,1,0.679201216,0.045976944
HPCA,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1391938,0.1067106,0.000153909,0.09682405,0.3048257,1,0.679768499,0.046015345
CDC34,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.7802088,0.7188717,0.00015409,-0.1378511,-0.04378186,1,0.680088744,0.046037023
IGSF3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1492267,0.117122,0.00015421,0.1276137,0.4018321,1,0.680266696,0.046049069
NEURL1B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2304613,0.1701053,0.000154224,0.1512523,0.4762701,1,0.680266696,0.046049069
NUCKS1,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.2592254,0.2164884,0.000154167,-0.1614979,-0.05128975,1,0.680266696,0.046049069
GMFB,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.6710384,0.6230648,0.0001549,-0.1392344,-0.04419964,1,0.682548906,0.046203558
CKLF,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.185343,0.1546012,0.000154954,-0.176789,-0.05611943,1,0.682599565,0.046206987
BLCAP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5451923,0.4895016,0.000155948,0.07382637,0.2327086,1,0.686607857,0.046478319
LAMTOR4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3960361,0.361192,0.00015657,0.0748112,0.2359005,1,0.6882237,0.0465877
ESPN,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1799342,0.1489883,0.000156643,0.1586615,0.5003257,1,0.688403611,0.046599879
MKRN1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1710212,0.1231955,0.000157681,0.07733988,0.2440354,1,0.691585502,0.046815269
PILRA,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7056518,0.6051426,0.000157687,-0.3999485,-0.1267515,1,0.691585502,0.046815269
PPARG,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3474434,0.2821878,0.000157856,0.1293176,0.4080864,1,0.692184843,0.04685584
LAMA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2355974,0.1914973,0.000158431,0.200527,0.6330163,1,0.694142955,0.04698839
P2RY14,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2865843,0.2596629,0.000158688,-0.4691189,-0.1485849,1,0.694989214,0.047045676
CHSY3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3118912,0.2579219,0.000158732,-0.3081738,-0.09760595,1,0.695039677,0.047049092
DEGS2,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.4635947,0.4099541,0.000159008,-0.2600303,-0.08234435,1,0.695967344,0.047111888
NNMT,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.270700042,0.228625044,0.000159246,-0.7784705,-0.246485321,1,0.696848319,0.047171523
SLC1A3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.347991,0.3103751,0.000159346,-0.570745,-0.180703,1,0.696881458,0.047173767
CLEC2B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6730915,0.5614642,0.000160275,-0.3535051,-0.1118619,1,0.700374484,0.047410219
GPN3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1023882,0.08576571,0.000160817,-0.1578672,-0.0499391,1,0.702175157,0.047532111
GDE1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3654596,0.3288516,0.000161208,0.06348444,0.2007325,1,0.703540133,0.04762451
TMEM14A,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus 1,0.4232805,0.3251155,0.000161593,0.03443842,0.1089159,1,0.704223272,0.047670754
MRPS18A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4484027,0.4051402,0.000161687,0.06147224,0.1944244,1,0.704409724,0.047683375
DENND1B,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.6914722,0.6389568,0.000162457,0.05106753,0.1615886,1,0.707334583,0.047881367
PIK3R2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2688429,0.2266608,0.000162603,0.06049829,0.1914457,1,0.707541096,0.047895346
ACAA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4292676,0.3721944,0.000162948,0.08167613,0.2585143,1,0.708615801,0.047968096
RNF5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3233199,0.2842807,0.000163376,0.07983788,0.2527586,1,0.709763012,0.048045753
HGD,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.5233561,0.4859723,0.000163626,-0.1665718,-0.05260681,1,0.710670103,0.048107157
DRAP1,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.2413567,0.1818553,0.000164155,0.06280183,0.1989135,1,0.712432557,0.048226462
ZNF219,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7651937,0.685016,0.000164657,0.07767145,0.2460813,1,0.714168917,0.048344001
GSPT2,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceaencultured,0.7131503,0.6055817,0.000165615,0.04541926,0.1439778,1,0.717598455,0.048576155
MLXIP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1937118,0.1632858,0.000165645,0.09296531,0.2947025,1,0.717598455,0.048576155
ST3GAL5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4668336,0.3890801,0.000165686,-0.4035941,-0.1273127,1,0.71763301,0.048578495
EFHB,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group,0.2149142,0.1852883,0.000166563,0.05325627,0.1689122,1,0.720565049,0.048776972
SLC35B4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3429028,0.2771931,0.000167042,-0.2372867,-0.07479366,1,0.72220288,0.048887841
SDC3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4651781,0.3871833,0.000167112,-0.3407911,-0.1074144,1,0.722361368,0.04889857
TNFRSF9,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1922112,0.1617286,0.000167612,-0.5263946,-0.165868,1,0.724059361,0.049013511
FLT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5279448,0.4701421,0.000167778,-0.3738033,-0.1177751,1,0.724368739,0.049034454
PCDH19,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3160599,0.2476658,0.000168033,-0.66294,-0.2088439,1,0.725326433,0.049099283
RAB43,Bacteria;Firmicutes;Negativicutes;Selenomonadales,0.1828044,0.1519668,0.000168116,-0.3169645,-0.09984764,1,0.725539285,0.049113691
MYPOP,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus] gnavus group,0.3927275,0.3576925,0.000168428,0.04358925,0.1383977,1,0.726741446,0.049195069
MRAS,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2860429,0.244853,0.000168486,-0.4366729,-0.1375285,1,0.726845649,0.049202123
HOXB7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2354749,0.2066249,0.000168772,0.08768269,0.2784501,1,0.727790034,0.049266051
SPDEF,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.2322615,0.1720468,0.000169259,-0.3877928,-0.1220807,1,0.729453221,0.049378636
LILRB1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2337925,0.204879,0.000169889,-0.6067615,-0.1909466,1,0.731874547,0.049542542
SLC15A4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1761799,0.160924,0.000170149,-0.1836375,-0.05778192,1,0.732701493,0.04959852
MMP12,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.259434425,0.231488554,0.00017034,-1.056187403,-0.332295989,1,0.733379892,0.049644443
ZNF519,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.3125227,0.258603,0.000170616,0.03147017,0.1000419,1,0.734210126,0.049700644
GNG5,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.4458133,0.4023476,0.000172053,0.04931636,0.1568995,1,0.739133183,0.050033899
CIB1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium,0.7867259,0.7449984,0.000172391,-0.1248696,-0.03924143,1,0.740091814,0.050098791
C21orf91,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4682808,0.4031723,0.000172662,-0.2226817,-0.06996925,1,0.740867056,0.050151269
LETM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5197487,0.482082,0.000172968,0.07259213,0.2310682,1,0.741882303,0.050219994
TCF4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4036837,0.3569138,0.000173196,-0.4822422,-0.1514816,1,0.742566182,0.050266288
PLEKHG4B,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.2641789,0.2217277,0.000173275,0.04448295,0.1416178,1,0.742738291,0.050277938
GIMAP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.08120706,0.06419238,0.000174442,-0.3592843,-0.1127807,1,0.745766369,0.050482917
MMP19,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2252933,0.2109469,0.00017446,-0.6067567,-0.1904613,1,0.745766369,0.050482917
OR2A7,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,0.30133,0.231463,0.000174517,-0.1703572,-0.05347355,1,0.745861992,0.05048939
PDE5A,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1916799,0.1767111,0.000175825,-0.3707463,-0.1162905,1,0.750676816,0.050815318
PRAC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.407688623,0.373516812,0.000176455,-0.399008071,-0.125112243,1,0.752210209,0.050919118
AMN,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5548895,0.4678027,0.00017662,0.1621518,0.517181,1,0.752466913,0.050936494
SLC8A1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5794763,0.4971999,0.00017691,-0.3835185,-0.1202256,1,0.753002586,0.050972756
TINAG,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.16038,0.1119404,0.000177584,0.1230264,0.3925967,1,0.754787014,0.051093548
EPN3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3657275,0.3417927,0.0001778,0.1229338,0.392347,1,0.75555726,0.051145688
FCER1G,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6594094,0.5431102,0.000178279,-0.4404074,-0.1379567,1,0.75729649,0.051263421
VNN2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.249410193,0.22108605,0.000178485,-0.750401017,-0.235035471,1,0.757871837,0.051302368
TUBAL3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4837157,0.4432229,0.000178533,0.1390682,0.4440166,1,0.757928703,0.051306218
COL6A3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.284638481,0.228531696,0.000178856,-0.792500738,-0.248171996,1,0.758998712,0.051378649
ATP2A3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.7553668,0.6870971,0.000179041,-0.07751471,-0.02427134,1,0.759337417,0.051401577
TSKU,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7284516,0.6681076,0.000179695,0.05512432,0.1761109,1,0.761212651,0.051528517
MCF2L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4632548,0.4211571,0.000182599,0.06987552,0.2235845,1,0.770701083,0.052170814
ARHGEF10L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1436185,0.1113022,0.00018269,0.07190741,0.2300972,1,0.770837937,0.052180078
CLSTN1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4304908,0.3735399,0.000182985,0.07179376,0.2297694,1,0.77167051,0.052236437
HIST2H2AC,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae,0.339587,0.2877899,0.000184424,0.04054809,0.1298692,1,0.77683107,0.052585769
ARL5A,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.7740115,0.7109449,0.000184886,0.03537552,0.1133298,1,0.778318399,0.052686451
GNG2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4922812,0.4182389,0.000186464,-0.2913288,-0.0908621,1,0.782980525,0.053002042
POLR2J,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.6226949,0.5488743,0.000186861,-0.1293414,-0.04033176,1,0.784034535,0.053073391
PPM1K,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3040663,0.2639163,0.000187628,-0.3493787,-0.1089011,1,0.786100812,0.053213263
ZNF92,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.2633654,0.2055902,0.000187681,0.04662972,0.1496025,1,0.786100812,0.053213263
RB1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.5988739,0.5403763,0.000187826,0.03923799,0.125897,1,0.786556042,0.053244079
MMP28,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5792722,0.5076589,0.00018788,0.1532709,0.4917911,1,0.786632602,0.053249261
KCTD13,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,0.6357451,0.5993196,0.000188986,-0.07080525,-0.02205441,1,0.789647855,0.053453372
KLHL3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1742836,0.1589926,0.000189178,-0.203185,-0.06328175,1,0.789923555,0.053472035
GATAD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.09158916,0.05730951,0.000190206,0.04961445,0.1593865,1,0.793294234,0.053700205
SLAMF7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5146459,0.4320325,0.000190604,-0.5434466,-0.1691315,1,0.794495208,0.053781502
TLR4,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.4335849,0.3891602,0.000191363,0.0899331,0.2890819,1,0.796580817,0.053922682
CAMK2N1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1778786,0.1468551,0.000191696,0.1434265,0.4611103,1,0.79766121,0.053995817
ZNF703,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.200781,0.1706218,0.000191775,0.08955307,0.2879211,1,0.797680522,0.053997124
ERN2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5176716,0.4473321,0.000192138,0.09654189,0.3104483,1,0.798728567,0.054068069
PRDM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3589738,0.3219915,0.000192284,-0.4683492,-0.1456344,1,0.799182108,0.054098771
PNCK,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6240711,0.5405314,0.000192396,-0.2243197,-0.06974876,1,0.799495434,0.054119981
CARD6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3332586,0.2947928,0.000193763,-0.454,-0.1410661,1,0.803939899,0.054420838
NAGPA,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.5155852,0.4331317,0.000194012,-0.1302551,-0.04046756,1,0.804660988,0.054469651
NOS1AP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7375113,0.639078,0.000194612,0.05091181,0.1639224,1,0.80616091,0.054571184
RAB11FIP4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2047642,0.1747553,0.000194951,0.05650793,0.1819716,1,0.807163102,0.054639026
SYT7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5461761,0.4799934,0.000195224,0.09310992,0.2998818,1,0.808137266,0.054704969
SLC6A6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2987557,0.2722937,0.000195752,-0.5372085,-0.1667528,1,0.810153579,0.054841459
VSIG10,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1399987,0.1075458,0.000195872,0.1385125,0.446257,1,0.810353376,0.054854984
TEX264,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5069336,0.3973633,0.000196607,0.04882273,0.1573543,1,0.812773976,0.055018841
IL2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] eligens group,0.5408198,0.4626615,0.000196677,0.03173689,0.1022907,1,0.812904882,0.055027702
SPATS2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1381884,0.1056673,0.000197523,-0.1529082,-0.04742147,1,0.815464266,0.055200953
SIRPB1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2059586,0.1759948,0.000198261,-0.6089503,-0.1887843,1,0.817262502,0.055322681
FGR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.174273,0.1431135,0.000198653,-0.7148001,-0.2215561,1,0.818723381,0.055421572
TNFSF8,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2329991,0.188749,0.000198982,-0.4589641,-0.1422351,1,0.819922869,0.055502768
LOX,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.345138,0.2796518,0.000199349,-0.4762032,-0.1475506,1,0.821120603,0.055583846
ST3GAL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1982569,0.1680024,0.000199568,-0.7125503,-0.2207583,1,0.821709689,0.055623723
CHRM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5571989,0.4818285,0.000200425,0.08020285,0.2589839,1,0.824766686,0.055830659
ITGA4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4381987,0.3694067,0.000200619,-0.4571146,-0.1415469,1,0.825096332,0.055852974
ADAM17,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.3103745,0.2414119,0.000200954,0.04093205,0.1322087,1,0.825844292,0.055903605
WNT7A,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.3559758,0.3188206,0.000201804,0.02861212,0.0924546,1,0.828547627,0.056086601
LRRC17,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter,0.3523914,0.3015986,0.000202046,0.1016506,0.3285038,1,0.828910977,0.056111197
MARVELD3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.179111,0.1481341,0.0002025,0.1233323,0.3986614,1,0.830459729,0.056216036
REST,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.4795837,0.3777631,0.000203096,0.03414959,0.110418,1,0.832428164,0.056349285
XIRP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2150767,0.1854569,0.000204305,-0.2505858,-0.0774543,1,0.83611547,0.056598889
GPR65,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2326154,0.1883432,0.000204962,-0.4511425,-0.1394003,1,0.838010769,0.056727186
APOL4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.384882,0.2801811,0.00020526,-0.4372602,-0.1350913,1,0.838985153,0.056793145
CABYR,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2690451,0.1959496,0.000205278,0.03956823,0.1280747,1,0.838985153,0.056793145
GCG,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.371539398,0.32224837,0.000206139,-0.339216133,-0.104755868,1,0.841497209,0.056963193
NCKAP1L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3379543,0.2997593,0.000206446,-0.46972,-0.1450362,1,0.842324419,0.057019189
